State,Type,Gender,Age_group
Chhattisgarh,Illness (Aids/STD),Female,S
Chhattisgarh,Causes Not known,Female,S
Chhattisgarh,Insanity/Mental Illness,Female,S
Chhattisgarh,Drug Abuse/Addiction,Female,S
Chhattisgarh,Fall in Social Reputation,Male,S
Chhattisgarh,Other Causes (Please Specity),Male,S
Chhattisgarh,Property Dispute,Male,S
Chhattisgarh,Cancer,Male,S
Chhattisgarh,Family Problems,Male,S
Chhattisgarh,Illness (Aids/STD),Male,S
Chhattisgarh,Causes Not known,Male,S
Chhattisgarh,Paralysis,Male,S
Chhattisgarh,Drug Abuse/Addiction,Male,S
Chhattisgarh,Bankruptcy or Sudden change in Economic,Male,S
Chhattisgarh,Other Prolonged Illness,Male,S
Chhattisgarh,Insanity/Mental Illness,Male,S
Chhattisgarh,Poverty,Male,S
Chhattisgarh,Death of Dear Person,Male,S
Chhattisgarh,No Education,Female,S
Chhattisgarh,Graduate,Female,S
Chhattisgarh,Matriculate/Secondary,Female,S
Chhattisgarh,Middle,Female,S
Chhattisgarh,Primary,Female,S
Chhattisgarh,Hr. Secondary/Intermediate/Pre-Universit,Female,S
Chhattisgarh,Post Graduate and Above,Female,S
Chhattisgarh,Diploma,Female,S
Chhattisgarh,Post Graduate and Above,Male,S
Chhattisgarh,Hr. Secondary/Intermediate/Pre-Universit,Male,S
Chhattisgarh,Matriculate/Secondary,Male,S
Chhattisgarh,No Education,Male,S
Chhattisgarh,Primary,Male,S
Chhattisgarh,Middle,Male,S
Chhattisgarh,Diploma,Male,S
Chhattisgarh,Graduate,Male,S
Chhattisgarh,By Hanging,Female,T
Chhattisgarh,By Consuming Other Poison,Female,T
Chhattisgarh,By Self Infliction of injury,Female,T
Chhattisgarh,By Consuming Insecticides,Female,T
Chhattisgarh,By Fire/Self Immolation,Female,T
Chhattisgarh,By Over Alcoholism,Female,T
Chhattisgarh,By Drowning,Female,T
Chhattisgarh,By Other means (please specify),Female,T
Chhattisgarh,By Fire/Self Immolation,Male,T
Chhattisgarh,By Self Infliction of injury,Male,T
Chhattisgarh,By Other means (please specify),Male,T
Chhattisgarh,By Consuming Other Poison,Male,T
Chhattisgarh,By touching electric wires,Male,T
Chhattisgarh,By Consuming Insecticides,Male,T
Chhattisgarh,By Drowning,Male,T
Chhattisgarh,By Hanging,Male,T
Chhattisgarh,By touching electric wires,Female,A
Chhattisgarh,By Self Infliction of injury,Female,A
Chhattisgarh,By Drowning,Female,A
Chhattisgarh,By Consuming Other Poison,Female,A
Chhattisgarh,By Over Alcoholism,Female,A
Chhattisgarh,By Fire/Self Immolation,Female,A
Chhattisgarh,By Machine,Female,A
Chhattisgarh,By Hanging,Female,A
Chhattisgarh,By Other means (please specify),Female,A
Chhattisgarh,By coming under running vehicles/trains,Female,A
Chhattisgarh,By Consuming Insecticides,Female,A
Chhattisgarh,By Hanging,Male,A
Chhattisgarh,By Consuming Insecticides,Male,A
Chhattisgarh,By Drowning,Male,A
Chhattisgarh,By Jumping from (Building),Male,A
Chhattisgarh,By Other means (please specify),Male,A
Chhattisgarh,By touching electric wires,Male,A
Chhattisgarh,By Over Alcoholism,Male,A
Chhattisgarh,By coming under running vehicles/trains,Male,A
Chhattisgarh,By Fire/Self Immolation,Male,A
Chhattisgarh,By Consuming Other Poison,Male,A
Chhattisgarh,By Self Infliction of injury,Male,A
Chhattisgarh,By Consuming Other Poison,Female,A
Chhattisgarh,By Drowning,Female,A
Chhattisgarh,By touching electric wires,Female,A
Chhattisgarh,By coming under running vehicles/trains,Female,A
Chhattisgarh,By Fire/Self Immolation,Female,A
Chhattisgarh,By Self Infliction of injury,Female,A
Chhattisgarh,By Hanging,Female,A
Chhattisgarh,By Other means (please specify),Female,A
Chhattisgarh,By Consuming Insecticides,Female,A
Chhattisgarh,By Over Alcoholism,Female,A
Chhattisgarh,By Jumping off Moving Vehicles/Trains,Male,A
Chhattisgarh,By Other means (please specify),Male,A
Chhattisgarh,By Consuming Insecticides,Male,A
Chhattisgarh,By Self Infliction of injury,Male,A
Chhattisgarh,By Consuming Other Poison,Male,A
Chhattisgarh,By Fire-Arms,Male,A
Chhattisgarh,By Drowning,Male,A
Chhattisgarh,By Over Alcoholism,Male,A
Chhattisgarh,By touching electric wires,Male,A
Chhattisgarh,By Hanging,Male,A
Chhattisgarh,By Fire/Self Immolation,Male,A
Chhattisgarh,By coming under running vehicles/trains,Male,A
Chhattisgarh,By Over Alcoholism,Female,A
Chhattisgarh,By coming under running vehicles/trains,Female,A
Chhattisgarh,By Other means (please specify),Female,A
Chhattisgarh,By Self Infliction of injury,Female,A
Chhattisgarh,By Consuming Other Poison,Female,A
Chhattisgarh,By Hanging,Female,A
Chhattisgarh,By Consuming Insecticides,Female,A
Chhattisgarh,By touching electric wires,Female,A
Chhattisgarh,By Drowning,Female,A
Chhattisgarh,By Fire/Self Immolation,Female,A
Chhattisgarh,By Consuming Other Poison,Male,A
Chhattisgarh,By coming under running vehicles/trains,Male,A
Chhattisgarh,By touching electric wires,Male,A
Chhattisgarh,By Fire/Self Immolation,Male,A
Chhattisgarh,By Consuming Insecticides,Male,A
Chhattisgarh,By Drowning,Male,A
Chhattisgarh,By Self Infliction of injury,Male,A
Chhattisgarh,By Over Alcoholism,Male,A
Chhattisgarh,By Hanging,Male,A
Chhattisgarh,By Fire-Arms,Male,A
Chhattisgarh,By Other means (please specify),Male,A
Chhattisgarh,By Consuming Insecticides,Female,S
Chhattisgarh,By Consuming Other Poison,Female,S
Chhattisgarh,By Jumping from (Other sites),Female,S
Chhattisgarh,By Other means (please specify),Female,S
Chhattisgarh,By Fire/Self Immolation,Female,S
Chhattisgarh,By Drowning,Female,S
Chhattisgarh,By Hanging,Female,S
Chhattisgarh,By Over Alcoholism,Female,S
Chhattisgarh,By Self Infliction of injury,Female,S
Chhattisgarh,By Fire/Self Immolation,Male,S
Chhattisgarh,By Over Alcoholism,Male,S
Chhattisgarh,By coming under running vehicles/trains,Male,S
Chhattisgarh,By Consuming Insecticides,Male,S
Chhattisgarh,By Drowning,Male,S
Chhattisgarh,By touching electric wires,Male,S
Chhattisgarh,By Consuming Other Poison,Male,S
Chhattisgarh,By Hanging,Male,S
Chhattisgarh,By Other means (please specify),Male,S
Chhattisgarh,Student,Female,T
Chhattisgarh,Others (Please Specify),Female,T
Chhattisgarh,Others (Please Specify),Female,T
Chhattisgarh,Service (Private),Female,T
Chhattisgarh,Others (Please Specify),Male,T
Chhattisgarh,Service (Private),Male,T
Chhattisgarh,Others (Please Specify),Male,T
Chhattisgarh,Student,Male,T
Chhattisgarh,Self-employed (Business activity),Female,A
Chhattisgarh,Unemployed,Female,A
Chhattisgarh,Service (Private),Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,House Wife,Female,A
Chhattisgarh,Student,Female,A
Chhattisgarh,Service (Government),Female,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Farming/Agriculture Activity,Male,A
Chhattisgarh,Service (Government),Male,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Professional Activity,Male,A
Chhattisgarh,Student,Male,A
Chhattisgarh,Unemployed,Male,A
Chhattisgarh,Self-employed (Business activity),Male,A
Chhattisgarh,Service (Private),Male,A
Chhattisgarh,House Wife,Female,A
Chhattisgarh,Unemployed,Female,A
Chhattisgarh,Self-employed (Business activity),Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,Service (Private),Female,A
Chhattisgarh,Service (Government),Female,A
Chhattisgarh,Student,Female,A
Chhattisgarh,Farming/Agriculture Activity,Male,A
Chhattisgarh,Service (Government),Male,A
Chhattisgarh,Unemployed,Male,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Public Sector Undertaking,Male,A
Chhattisgarh,Self-employed (Business activity),Male,A
Chhattisgarh,Student,Male,A
Chhattisgarh,Service (Private),Male,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Professional Activity,Male,A
Chhattisgarh,House Wife,Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,Others (Please Specify),Female,A
Chhattisgarh,Service (Private),Female,A
Chhattisgarh,Unemployed,Female,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Professional Activity,Male,A
Chhattisgarh,Others (Please Specify),Male,A
Chhattisgarh,Self-employed (Business activity),Male,A
Chhattisgarh,Service (Government),Male,A
Chhattisgarh,Farming/Agriculture Activity,Male,A
Chhattisgarh,Service (Private),Male,A
Chhattisgarh,Public Sector Undertaking,Male,A
Chhattisgarh,Unemployed,Male,A
Chhattisgarh,Retired Person,Male,A
Chhattisgarh,House Wife,Female,S
Chhattisgarh,Unemployed,Female,S
Chhattisgarh,Others (Please Specify),Female,S
Chhattisgarh,Others (Please Specify),Female,S
Chhattisgarh,Service (Private),Female,S
Chhattisgarh,Others (Please Specify),Male,S
Chhattisgarh,Service (Private),Male,S
Chhattisgarh,Retired Person,Male,S
Chhattisgarh,Self-employed (Business activity),Male,S
Chhattisgarh,Professional Activity,Male,S
Chhattisgarh,Others (Please Specify),Male,S
Chhattisgarh,Unemployed,Male,S
Chhattisgarh,Widowed/Widower,Female,S
Chhattisgarh,Seperated,Female,S
Chhattisgarh,Never Married,Female,S
Chhattisgarh,Married,Female,S
Chhattisgarh,Divorcee,Female,S
Chhattisgarh,Seperated,Male,S
Chhattisgarh,Never Married,Male,S
Chhattisgarh,Married,Male,S
Chhattisgarh,Divorcee,Male,S
Chhattisgarh,Widowed/Widower,Male,S
D & N Haveli,Family Problems,Female,T
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Paralysis,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Cancer,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Paralysis,Male,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Paralysis,Male,S
D & N Haveli,Family Problems,Male,S
D & N Haveli,Causes Not known,Male,S
D & N Haveli,No Education,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,By Hanging,Female,T
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Other means (please specify),Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Other means (please specify),Male,A
D & N Haveli,By Hanging,Male,S
D & N Haveli,House Wife,Female,T
D & N Haveli,House Wife,Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Failure in Examination,Male,T
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Death of Dear Person,Female,A
D & N Haveli,Not having Children (Barrenness/Impotency,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Other Causes (Please Specity),Female,S
D & N Haveli,Other Causes (Please Specity),Male,S
D & N Haveli,Insanity/Mental Illness,Male,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Primary,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,By Hanging,Male,T
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Consuming Insecticides,Female,S
D & N Haveli,By Consuming Other Poison,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,Student,Male,T
D & N Haveli,House Wife,Female,A
D & N Haveli,Student,Female,A
D & N Haveli,Service (Government),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Student,Female,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Widowed/Widower,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Other Causes (Please Specity),Male,T
D & N Haveli,Failure in Examination,Male,T
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Illegitimate Pregnancy,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Divorce,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Family Problems,Male,S
D & N Haveli,Other Causes (Please Specity),Male,S
D & N Haveli,Middle,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,By Hanging,Male,T
D & N Haveli,By Consuming Other Poison,Male,T
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Jumping from (Building),Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Other means (please specify),Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Other means (please specify),Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Jumping from (Other sites),Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,Others (Please Specify),Male,T
D & N Haveli,Student,Male,T
D & N Haveli,Student,Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Government),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Married,Female,S
D & N Haveli,Divorcee,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Widowed/Widower,Male,S
D & N Haveli,Seperated,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Bankruptcy or Sudden change in Economic,Male,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Drug Abuse/Addiction,Female,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Insanity/Mental Illness,Male,S
D & N Haveli,Other Causes (Please Specity),Male,S
D & N Haveli,No Education,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,Student,Female,A
D & N Haveli,Service (Private),Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Others (Please Specify),Male,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Married,Male,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Female,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Professional/Career Problem,Male,A
D & N Haveli,Bankruptcy or Sudden change in Economic,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Death of Dear Person,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Illness (Aids/STD),Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Death of Dear Person,Female,S
D & N Haveli,Other Causes (Please Specity),Male,S
D & N Haveli,Insanity/Mental Illness,Male,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Middle,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Female,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Middle,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,By Drowning,Male,S
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Female,A
D & N Haveli,Service (Government),Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Service (Government),Female,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Others (Please Specify),Male,S
D & N Haveli,Widowed/Widower,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Other Prolonged Illness,Female,T
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Bankruptcy or Sudden change in Economic,Male,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Other Causes (Please Specity),Female,S
D & N Haveli,Other Causes (Please Specity),Male,S
D & N Haveli,Drug Abuse/Addiction,Male,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Middle,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Diploma,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Middle,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,By Hanging,Female,T
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,S
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,Unemployed,Female,T
D & N Haveli,Unemployed,Female,A
